"","comp","cryoEM_Distance","WGS_Distance","LCL"
"14","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.458201116832389,0,"Species"
"15","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.997953864544957,0,"Species"
"16","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.26681719094274,0,"Species"
"17","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.24133001213079,0,"Species"
"18","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"19","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.748697635137246,0,"Species"
"20","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.428295834504792,0,"Species"
"21","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"22","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.414711313515978,0,"Species"
"23","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"24","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.232406534213637,0,"Species"
"25","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.421938754970114,0,"Species"
"26","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.528774933865757,0,"Species"
"27","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.787026388721179,0,"Species"
"28","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"29","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"30","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.534704605141482,0,"Species"
"31","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.00614592228936,0,"Species"
"32","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.16198210576862,0,"Species"
"33","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.841496382773601,0,"Species"
"34","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.95541080859022,0,"Species"
"35","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.950897483265458,0,"Species"
"36","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.03053890957142,0,"Species"
"37","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.834454156344242,0,"Species"
"38","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.957684324938493,0,"Species"
"39","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"40","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.390533636681856,0,"Species"
"41","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.41818996275357,0,"Species"
"42","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.765579615697645,0,"Species"
"43","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.28198336792643,0,"Species"
"44","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.2434554652751,0,"Species"
"45","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.592159547901982,0,"Species"
"46","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"47","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.947034353507381,0,"Species"
"48","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"49","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.31126889497851,0,"Species"
"50","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.784515655426129,0,"Species"
"51","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.821997119213355,0,"Species"
"52","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0,0,"Species"
"53","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.179741352458,0,"Species"
"54","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",0.810522130393351,0,"Species"
"55","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313",1.09984917271773,0,"Species"
"56","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.14561294161998,0.770173938,"Order"
"57","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.0701068975691,0.770173938,"Order"
"58","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.03659270913508,0.770173938,"Order"
"59","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.16120287542082,0.770173938,"Order"
"60","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.05868219653737,0.770173938,"Order"
"61","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.58298951514188,0.770173938,"Order"
"62","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.02346878997027,0.770173938,"Order"
"63","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.861935573541871,0.770173938,"Order"
"64","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.8389810371909,0.770173938,"Order"
"65","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.955891408287103,0.770173938,"Order"
"66","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.13997742383677,0.770173938,"Order"
"67","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.840252002644868,0.770173938,"Order"
"68","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.879159058585682,0.770173938,"Order"
"69","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.19141439552532,0.770173938,"Order"
"70","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.00459987973599,0.770173938,"Order"
"71","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.52323649372649,0.770173938,"Order"
"72","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.32202949463586,0.770173938,"Order"
"73","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.7558990082797,0.770173938,"Order"
"74","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.15668905319136,0.770173938,"Order"
"75","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.37606207214512,0.770173938,"Order"
"76","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.548958404466,0.770173938,"Order"
"77","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.33401899197604,0.770173938,"Order"
"78","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.79928311618031,0.770173938,"Order"
"79","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.53841056201801,0.770173938,"Order"
"80","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.63427394602542,0.770173938,"Order"
"81","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.758233776648139,0.770173938,"Order"
"82","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.80506968170836,0.770173938,"Order"
"83","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.80138877985643,0.770173938,"Order"
"84","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.71578485321816,0.770173938,"Order"
"85","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.03535011488313,0.770173938,"Order"
"86","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.41180914955923,0.770173938,"Order"
"87","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.19675418465705,0.770173938,"Order"
"88","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.21743896207538,0.770173938,"Order"
"89","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.4282495359667,0.770173938,"Order"
"90","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.936969702422468,0.770173938,"Order"
"91","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.961398062756063,0.770173938,"Order"
"92","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.935287831123832,0.770173938,"Order"
"93","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.699414967099702,0.770173938,"Order"
"94","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.60022488923216,0.770173938,"Order"
"95","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.84784158539945,0.770173938,"Order"
"96","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.74043489682601,0.770173938,"Order"
"97","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.28519114170076,0.770173938,"Order"
"98","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.40436587488462,0.770173938,"Order"
"99","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.19785898793314,0.770173938,"Order"
"100","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",0.932353463803321,0.770173938,"Order"
"101","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.39642401673073,0.770173938,"Order"
"102","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.38260086046367,0.770173938,"Order"
"103","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.1550237338108,0.770173938,"Order"
"104","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.50121964160372,0.770173938,"Order"
"105","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Agathobacter_ruminis_DSM_29029",1.4222827529957,0.770173938,"Order"
"106","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",4.35054876139933,0.829853862,"Domain"
"107","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.95413333626031,0.829853862,"Domain"
"108","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",4.18118518109581,0.829853862,"Domain"
"109","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.33581147167249,0.829853862,"Domain"
"110","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.64911196982785,0.829853862,"Domain"
"111","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",4.19456852405893,0.829853862,"Domain"
"112","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.70062281198561,0.829853862,"Domain"
"113","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.55918093188444,0.829853862,"Domain"
"114","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.20062729217789,0.829853862,"Domain"
"115","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.10097137530151,0.829853862,"Domain"
"116","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.29978188758476,0.829853862,"Domain"
"117","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.94328218780301,0.829853862,"Domain"
"118","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.74254235794371,0.829853862,"Domain"
"119","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.26170179379989,0.829853862,"Domain"
"120","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.42382628052897,0.829853862,"Domain"
"121","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.74957068822738,0.829853862,"Domain"
"122","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.49074761533666,0.829853862,"Domain"
"123","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.82299756734698,0.829853862,"Domain"
"124","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.08850328402982,0.829853862,"Domain"
"125","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.085602513594,0.829853862,"Domain"
"126","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.68044092341215,0.829853862,"Domain"
"127","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.70404049097756,0.829853862,"Domain"
"128","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.37856250905657,0.829853862,"Domain"
"129","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.49965452361347,0.829853862,"Domain"
"130","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.90053913105351,0.829853862,"Domain"
"131","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",4.09209655352701,0.829853862,"Domain"
"132","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.4856507457612,0.829853862,"Domain"
"133","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.34523304119269,0.829853862,"Domain"
"134","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.97534461979261,0.829853862,"Domain"
"135","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.00588285203495,0.829853862,"Domain"
"136","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.64213168729838,0.829853862,"Domain"
"137","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.83322133737254,0.829853862,"Domain"
"138","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.78622106230482,0.829853862,"Domain"
"139","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.36764507477965,0.829853862,"Domain"
"140","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.65768708078239,0.829853862,"Domain"
"141","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",4.0093692089844,0.829853862,"Domain"
"142","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.76835669075768,0.829853862,"Domain"
"143","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.52181873517799,0.829853862,"Domain"
"144","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.23968026106034,0.829853862,"Domain"
"145","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.745789515049,0.829853862,"Domain"
"146","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.30769030606015,0.829853862,"Domain"
"147","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.05975027160678,0.829853862,"Domain"
"148","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",2.4938546891687,0.829853862,"Domain"
"149","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.07128216022016,0.829853862,"Domain"
"150","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.30468111009777,0.829853862,"Domain"
"151","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",4.17720918673245,0.829853862,"Domain"
"152","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.64996587471117,0.829853862,"Domain"
"153","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.89855866854949,0.829853862,"Domain"
"154","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.3157114798694,0.829853862,"Domain"
"155","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Akkermansia_muciniphila_Muc_DSM_22959",3.60927744380047,0.829853862,"Domain"
"156","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Anaerobutyricum_hallii_DSM_3353",4.30639768952072,0.760875746,"Order"
"157","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Anaerobutyricum_hallii_DSM_3353",4.26183144810276,0.760875746,"Order"
"158","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Anaerobutyricum_hallii_DSM_3353",4.40621293464634,0.760875746,"Order"
"159","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Anaerobutyricum_hallii_DSM_3353",4.42749943267714,0.760875746,"Order"
"160","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Anaerobutyricum_hallii_DSM_3353",4.36974769794403,0.760875746,"Order"
"161","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Anaerobutyricum_hallii_DSM_3353",4.05629661568814,0.760875746,"Order"
"162","Acetivibrio_thermocellus_LQ8_Clostridium_thermocellum_DSM_1313 Anaerobutyricum_hallii_DSM_3353",4.6019908773412,0.760875746,"Order"
